종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
49520,유아이엘,KOSDAQ,일반전기전자,6660,210,3.26,145087673760
435380,유안타제10호스팩,KOSDAQ,금융,2185,-10,-0.46,12520050000
444920,유안타제11호스팩,KOSDAQ,금융,2130,5,0.24,11161200000
446150,유안타제12호스팩,KOSDAQ,금융,2380,0,0,11352600000
449020,유안타제13호스팩,KOSDAQ,금융,2055,5,0.24,19995150000
450940,유안타제14호스팩,KOSDAQ,금융,2145,-10,-0.46,9738300000
473050,유안타제15호스팩,KOSDAQ,금융,2030,5,0.25,14230300000
474490,유안타제16호스팩,KOSDAQ,금융,2025,5,0.25,11157750000
430700,유안타제9호스팩,KOSDAQ,금융,2180,-25,-1.13,11423200000
263770,유에스티,KOSDAQ,금속,2700,0,0,63990464400
388720,유일로보틱스,KOSDAQ,기계·장비,28750,1650,6.09,279409807500
340930,유일에너테크,KOSDAQ,기계·장비,2860,10,0.35,97824727000
23410,유진기업,KOSDAQ,비금속,3585,-25,-0.69,277159443855
56080,유진로봇,KOSDAQ,기계·장비,7350,110,1.52,275714317200
468760,유진스팩10호,KOSDAQ,금융,2160,20,0.93,9158400000
442130,유진스팩9호,KOSDAQ,금융,2350,-30,-1.26,8131000000
84370,유진테크,KOSDAQ,기계·장비,50200,-500,-0.99,1150385308400
240600,유진테크놀로지,KOSDAQ,금속,11730,-600,-4.87,81267211230
221800,유투바이오,KOSDAQ,기타서비스,3580,80,2.29,40408161680
179900,유티아이,KOSDAQ,일반전기전자,28150,-850,-2.93,458476094250
263050,유틸렉스,KOSDAQ,제약,1900,20,1.06,69917830200
191410,육일씨엔에쓰,KOSDAQ,일반전기전자,2515,45,1.82,28085965730
372170,윤성에프앤씨,KOSDAQ,기계·장비,70400,1900,2.77,561724979200
146060,율촌,KOSDAQ,금속,1568,15,0.97,37656452960
72770,율호,KOSDAQ,기타서비스,2015,-15,-0.74,139282433940
39020,이건홀딩스,KOSDAQ,종이·목재,2135,-10,-0.47,48218353715
67920,이글루,KOSDAQ,기타서비스,5740,-50,-0.86,63117723060
44960,이글벳,KOSDAQ,유통,5400,70,1.31,68266168200
303530,이노뎁,KOSDAQ,출판·매체복제,8930,90,1.02,65539940070
296640,이노룰스,KOSDAQ,출판·매체복제,7060,70,1,36558459120
302430,이노메트리,KOSDAQ,기계·장비,10220,80,0.79,100495385760
462350,이노스페이스,KOSDAQ,운송장비·부품,28550,-1350,-4.52,267676063700
274400,이노시뮬레이션,KOSDAQ,출판·매체복제,7770,240,3.19,60760048020
56090,이노시스,KOSDAQ,의료·정밀기기,1479,24,1.65,138752386479
73490,이노와이어리스,KOSDAQ,일반전기전자,20950,250,1.21,159300573700
215790,이노인스트루먼트,KOSDAQ,일반전기전자,632,4,0.64,25458950168
344860,이노진,KOSDAQ,화학,2375,-145,-5.75,28571250000
88390,이녹스,KOSDAQ,운송장비·부품,20450,400,2,191940509800
272290,이녹스첨단소재,KOSDAQ,일반전기전자,34950,-150,-0.43,706047947100
53350,이니텍,KOSDAQ,출판·매체복제,3610,75,2.12,71445206760
452400,이닉스,KOSDAQ,운송장비·부품,13500,580,4.49,122464278000
264850,이랜시스,KOSDAQ,일반전기전자,5950,10,0.17,180252941400
54210,이랜텍,KOSDAQ,일반전기전자,9400,-250,-2.59,237737374000
9730,이렘,KOSDAQ,금속,1999,-91,-4.35,61082991226
164060,이루다,KOSDAQ,의료·정밀기기,6760,120,1.81,139339911880
65440,이루온,KOSDAQ,출판·매체복제,1458,25,1.74,39766979160
115610,이미지스,KOSDAQ,일반전기전자,2585,45,1.77,40698227075
131400,이브이첨단소재,KOSDAQ,일반전기전자,2500,20,0.81,148974705000
351330,이삭엔지니어링,KOSDAQ,기타서비스,12870,160,1.26,106673252400
80010,이상네트웍스,KOSDAQ,유통,5690,10,0.18,55961553990
86890,이수앱지스,KOSDAQ,제약,6500,140,2.2,231574518500
47560,이스트소프트,KOSDAQ,출판·매체복제,17620,310,1.79,204417231840
900110,이스트아시아홀딩스,KOSDAQ,금융,86,0,0,37146156300
239340,이스트에이드,KOSDAQ,기타서비스,2145,140,6.98,57871314930
67010,이씨에스,KOSDAQ,기타서비스,3325,-15,-0.45,40877550000
418620,이에이트,KOSDAQ,출판·매체복제,19460,1050,5.7,187798282420
102710,이엔에프테크놀로지,KOSDAQ,화학,28950,-700,-2.36,413632852200
41520,이엘씨,KOSDAQ,유통,6660,-20,-0.3,81176941800
63760,이엘피,KOSDAQ,의료·정밀기기,3055,-10,-0.33,28488272150
123570,이엠넷,KOSDAQ,기타서비스,3000,25,0.84,66828234000
83470,이엠앤아이,KOSDAQ,화학,1683,-53,-3.05,35915773707
95190,이엠코리아,KOSDAQ,금속,2545,55,2.21,113605318440
91120,이엠텍,KOSDAQ,일반전기전자,26700,-50,-0.19,457449391200
39030,이오테크닉스,KOSDAQ,기계·장비,201500,4200,2.13,2482389325000
294090,이오플로우,KOSDAQ,의료·정밀기기,12850,-200,-1.53,391098218150
88290,이원컴포텍,KOSDAQ,운송장비·부품,1281,27,2.15,40135867989
181340,이즈미디어,KOSDAQ,의료·정밀기기,76,14,22.58,1524481416
353810,이지바이오,KOSDAQ,음식료·담배,4200,5,0.12,143605224000
99750,이지케어텍,KOSDAQ,출판·매체복제,16390,490,3.08,112021978640
377330,이지트로닉스,KOSDAQ,일반전기전자,6150,-20,-0.32,50060717100
35810,이지홀딩스,KOSDAQ,음식료·담배,3000,45,1.52,195437535000
160600,이큐셀,KOSDAQ,기계·장비,3100,0,0,106895911200
92130,이크레더블,KOSDAQ,기타서비스,12570,-100,-0.79,151388052000
96040,이트론,KOSDAQ,유통,271,0,0,245561580945
134060,이퓨쳐,KOSDAQ,출판·매체복제,4860,35,0.73,23178555000
1840,이화공영,KOSDAQ,건설,2270,5,0.22,44959075200
24810,이화전기,KOSDAQ,일반전기전자,899,0,0,196834827360
41830,인바디,KOSDAQ,의료·정밀기기,25050,-100,-0.4,342778739100
352940,인바이오,KOSDAQ,화학,2640,0,0,28690807200
79950,인베니아,KOSDAQ,기계·장비,968,4,0.41,22457600000
389470,인벤티지랩,KOSDAQ,기타서비스,15520,410,2.71,131230229120
277410,인산가,KOSDAQ,음식료·담배,1715,45,2.69,65781893135
60150,인선이엔티,KOSDAQ,기타서비스,7240,20,0.28,337120550880
33230,인성정보,KOSDAQ,기타서비스,2610,70,2.76,102352141800
450520,인스웨이브시스템즈,KOSDAQ,출판·매체복제,6210,110,1.8,30438476460
37330,인지디스플레,KOSDAQ,일반전기전자,1748,15,0.87,76711371552
100030,인지소프트,KOSDAQ,출판·매체복제,19600,-110,-0.56,64360794400
211050,인카금융서비스,KOSDAQ,금융,5070,-40,-0.78,260495586000
83640,인콘,KOSDAQ,유통,399,9,2.31,31010420049
216050,인크로스,KOSDAQ,기타서비스,7310,110,1.53,93883952820
49070,인탑스,KOSDAQ,일반전기전자,23300,200,0.87,400760000000
119610,인터로조,KOSDAQ,의료·정밀기기,24900,0,0,329090302200
17250,인터엠,KOSDAQ,일반전기전자,1115,11,1,23465695705
51370,인터플렉스,KOSDAQ,일반전기전자,16420,970,6.28,383037090240
64290,인텍플러스,KOSDAQ,기계·장비,22450,-100,-0.44,288795946900
189300,인텔리안테크,KOSDAQ,일반전기전자,56200,100,0.18,603213370800
150840,인트로메딕,KOSDAQ,의료·정밀기기,5850,0,0,244813584600
48530,인트론바이오,KOSDAQ,제약,6340,-30,-0.47,216515831080
115310,인포바인,KOSDAQ,기타서비스,20300,-50,-0.25,64815524900
39290,인포뱅크,KOSDAQ,기타서비스,8250,-110,-1.32,71725318500
71200,인피니트헬스케어,KOSDAQ,출판·매체복제,4980,55,1.12,121494360840
101930,인화정공,KOSDAQ,운송장비·부품,22750,850,3.88,206280460750
333430,일승,KOSDAQ,운송장비·부품,2965,80,2.77,91104804855
68330,일신바이오,KOSDAQ,기계·장비,1396,185,15.28,61725731440
178780,일월지엠엘,KOSDAQ,유통,8650,0,0,120790286750
19540,일지테크,KOSDAQ,운송장비·부품,5220,140,2.76,70540470000
94820,일진파워,KOSDAQ,건설,12140,440,3.76,183055527260
950140,잉글우드랩,KOSDAQ,화학,22050,1600,7.82,438086445300
49550,잉크테크,KOSDAQ,화학,4130,70,1.72,80973924010
389020,자람테크놀로지,KOSDAQ,일반전기전자,65100,1000,1.56,403472223000
254120,자비스,KOSDAQ,기계·장비,2275,15,0.66,69965964250
43910,자연과환경,KOSDAQ,비금속,830,10,1.22,67554909310
234920,자이글,KOSDAQ,일반전기전자,7350,40,0.55,99452188500
289220,자이언트스텝,KOSDAQ,오락·문화,6680,310,4.87,147773256600
174880,장원테크,KOSDAQ,일반전기전자,2650,0,0,11610352250
49630,재영솔루텍,KOSDAQ,의료·정밀기기,651,-2,-0.31,54454524453
417840,저스템,KOSDAQ,기계·장비,11740,1100,10.34,85105314500
110020,전진바이오팜,KOSDAQ,화학,3415,15,0.44,30935672230
208140,정다운,KOSDAQ,음식료·담배,2820,20,0.71,92169573720
40420,정상제이엘에스,KOSDAQ,기타서비스,6560,-20,-0.3,102844741120
45510,정원엔시스,KOSDAQ,유통,1080,40,3.85,34786035360
217190,제너셈,KOSDAQ,기계·장비,10550,-100,-0.94,92514785700
95700,제넥신,KOSDAQ,기타서비스,6640,210,3.27,275630344160
72520,제넨바이오,KOSDAQ,유통,389,0,0,28849482466
122310,제노레이,KOSDAQ,의료·정밀기기,6250,-20,-0.32,90961525000
361390,제노코,KOSDAQ,일반전기전자,15820,0,0,118662481980
187420,제노포커스,KOSDAQ,제약,3580,15,0.42,82088025280
225220,제놀루션,KOSDAQ,제약,3805,70,1.87,73018029905
123330,제닉,KOSDAQ,화학,3355,175,5.5,23485000000
159580,제로투세븐,KOSDAQ,유통,5330,110,2.11,106773949880
147830,제룡산업,KOSDAQ,금속,9420,460,5.13,188400000000
33100,제룡전기,KOSDAQ,일반전기전자,93000,6900,8.01,1493804037000
79370,제우스,KOSDAQ,기계·장비,17080,-350,-2.01,529770189200
54950,제이브이엠,KOSDAQ,기계·장비,27150,350,1.31,328240567800
23440,제이스코홀딩스,KOSDAQ,금속,1905,14,0.74,111799706550
90470,제이스텍,KOSDAQ,기계·장비,6600,260,4.1,115345520400
287410,제이시스메디칼,KOSDAQ,의료·정밀기기,12890,0,0,988794039740
137950,제이씨케미칼,KOSDAQ,화학,5400,-20,-0.37,120246195600
33320,제이씨현시스템,KOSDAQ,유통,3705,75,2.07,70818970560
417500,제이아이테크,KOSDAQ,화학,4020,120,3.08,131794670880
204270,제이앤티씨,KOSDAQ,일반전기전자,27950,-1250,-4.28,1616864624700
26040,제이에스티나,KOSDAQ,기타제조,1900,35,1.88,31357201000
452160,제이엔비,KOSDAQ,기계·장비,13310,-450,-3.27,128009284370
126880,제이엔케이글로벌,KOSDAQ,기계·장비,3750,0,0,87018386250
322510,제이엘케이,KOSDAQ,출판·매체복제,13840,320,2.37,224148654080
33050,제이엠아이,KOSDAQ,화학,936,4,0.43,30494264112
94970,제이엠티,KOSDAQ,일반전기전자,5450,180,3.42,91277908000
418550,제이오,KOSDAQ,기타서비스,22850,-250,-1.08,725996438050
420570,제이투케이바이오,KOSDAQ,화학,24400,3750,18.16,136008406000
89790,제이티,KOSDAQ,기계·장비,7360,170,2.36,75922175680
52670,제일바이오,KOSDAQ,제약,2080,0,0,60588453120
412540,제일엠앤에스,KOSDAQ,기계·장비,13680,320,2.4,281817097200
199820,제일일렉트릭,KOSDAQ,일반전기전자,8280,80,0.98,183981600000
38010,제일테크노스,KOSDAQ,금속,7690,180,2.4,69210000000
276730,제주맥주,KOSDAQ,음식료·담배,1425,5,0.35,83459529675
80220,제주반도체,KOSDAQ,일반전기전자,18500,320,1.76,637192410500
216080,제테마,KOSDAQ,제약,15410,180,1.18,275203476190
229000,젠큐릭스,KOSDAQ,제약,2965,85,2.95,42826474825
82270,젬백스,KOSDAQ,기계·장비,12380,830,7.19,495127874120
44060,조광ILI,KOSDAQ,기계·장비,732,0,0,70075958688
34940,조아제약,KOSDAQ,제약,1418,8,0.57,43929394686
67000,조이시티,KOSDAQ,출판·매체복제,2090,75,3.72,146098202140
33340,좋은사람들,KOSDAQ,섬유·의류,2110,0,0,204565677380
36930,주성엔지니어링,KOSDAQ,기계·장비,35200,-50,-0.14,1698372262400
72020,중앙백신,KOSDAQ,제약,10980,130,1.2,106052383260
440,중앙에너비스,KOSDAQ,유통,21200,150,0.71,132015156000
51980,중앙첨단소재,KOSDAQ,일반전기전자,11180,-760,-6.37,1010849639020
228760,지노믹트리,KOSDAQ,기타서비스,21950,-350,-1.57,534753209350
314130,지놈앤컴퍼니,KOSDAQ,제약,8390,430,5.4,128244808040
389030,지니너스,KOSDAQ,기타서비스,1673,-10,-0.59,55797636685
43610,지니뮤직,KOSDAQ,오락·문화,2690,10,0.37,156330528220
263860,지니언스,KOSDAQ,출판·매체복제,8970,30,0.34,84718062000
303030,지니틱스,KOSDAQ,일반전기전자,1668,58,3.6,59623774224
36180,지더블유바이텍,KOSDAQ,유통,592,10,1.72,54146998800
208350,지란지교시큐리티,KOSDAQ,출판·매체복제,3430,15,0.44,30316223070
144510,지씨셀,KOSDAQ,기타서비스,30150,-150,-0.5,476380371600
358570,지아이이노베이션,KOSDAQ,기타서비스,11850,20,0.17,523732364400
382480,지아이텍,KOSDAQ,기계·장비,2655,35,1.34,104493206700
382800,지앤비에스 에코,KOSDAQ,기계·장비,5210,-30,-0.57,164797723610
51160,지어소프트,KOSDAQ,출판·매체복제,9310,-130,-1.38,144066943300
53050,지에스이,KOSDAQ,전기·가스·수도,3585,-20,-0.55,107505535245
119850,지엔씨에너지,KOSDAQ,일반전기전자,6900,20,0.29,113497472100
65060,지엔코,KOSDAQ,섬유·의류,398,0,0,42987201512
204840,지엘팜텍,KOSDAQ,유통,1048,-2,-0.19,80380964912
270520,지오릿에너지,KOSDAQ,기타서비스,1821,68,3.88,269341363932
311320,지오엘리먼트,KOSDAQ,일반전기전자,10800,50,0.47,136237248000
388050,지투파워,KOSDAQ,일반전기전자,9680,430,4.65,181107350160
18120,진로발효,KOSDAQ,음식료·담배,15330,0,0,101501769600
109820,진매트릭스,KOSDAQ,기타서비스,2450,60,2.51,49964418000
86060,진바이오텍,KOSDAQ,유통,3955,5,0.13,34054871585
36890,진성티이씨,KOSDAQ,기계·장비,9020,80,0.89,202790057360
363250,진시스템,KOSDAQ,의료·정밀기기,9420,-340,-3.48,66001145220
7370,진양제약,KOSDAQ,제약,5290,-40,-0.75,63569279330
285800,진영,KOSDAQ,화학,3410,-25,-0.73,59597490700
85660,차바이오텍,KOSDAQ,제약,15970,50,0.31,899341654710
261780,차백신연구소,KOSDAQ,기타서비스,4565,-80,-1.72,122418454620
94850,참좋은여행,KOSDAQ,기타서비스,6230,20,0.32,87220000000
4650,창해에탄올,KOSDAQ,음식료·담배,9250,20,0.22,85015686250
278280,천보,KOSDAQ,화학,78100,900,1.17,781000000000
362320,청담글로벌,KOSDAQ,유통,9810,110,1.13,201608154900
66360,체리부로,KOSDAQ,음식료·담배,1108,28,2.59,53130832620
47820,초록뱀미디어,KOSDAQ,오락·문화,5400,0,0,132051222000
94360,칩스앤미디어,KOSDAQ,일반전기전자,22850,550,2.47,475808383400
16920,카스,KOSDAQ,유통,1320,3,0.23,34971470160
284620,카이노스메드,KOSDAQ,기타서비스,4580,-20,-0.43,129068031940
293490,카카오게임즈,KOSDAQ,출판·매체복제,19380,-130,-0.67,1601888628960
140430,카티스,KOSDAQ,기타서비스,4580,-105,-2.24,82087097260
42000,카페24,KOSDAQ,기타서비스,33700,-100,-0.3,817327919800
313760,캐리,KOSDAQ,일반전기전자,7830,950,13.81,57071938230
317530,캐리소프트,KOSDAQ,오락·문화,3460,20,0.58,24120338160
71850,캐스텍코리아,KOSDAQ,운송장비·부품,1139,10,0.89,18872305132
50110,캠시스,KOSDAQ,일반전기전자,1284,-11,-0.85,94790167512
452300,캡스톤파트너스,KOSDAQ,금융,3615,100,2.84,50958413700
119860,커넥트웨이브,KOSDAQ,출판·매체복제,18000,-10,-0.06,815425092000
451760,컨텍,KOSDAQ,기타서비스,13000,0,0,194226188000
900310,컬러레이,KOSDAQ,금융,739,3,0.41,47326797825
78340,컴투스,KOSDAQ,출판·매체복제,38300,50,0.13,487856016500
63080,컴투스홀딩스,KOSDAQ,출판·매체복제,26250,700,2.74,173123790000
307930,컴퍼니케이,KOSDAQ,금융,5930,90,1.54,92567300000
79190,케스피온,KOSDAQ,일반전기전자,674,-2,-0.3,25851616436
263700,케어랩스,KOSDAQ,기타서비스,4015,450,12.62,77948013000
214370,케어젠,KOSDAQ,제약,22300,350,1.59,1197844500000
221980,케이디켐,KOSDAQ,화학,12610,-150,-1.18,50878828000
38530,케이바이오,KOSDAQ,유통,250,2,0.81,28928586750
424140,케이비제21호스팩,KOSDAQ,금융,2150,-5,-0.23,16576500000
192250,케이사인,KOSDAQ,출판·매체복제,1071,16,1.52,75688916247
115500,케이씨에스,KOSDAQ,기타서비스,6530,100,1.56,78360000000
89150,케이씨티,KOSDAQ,기타서비스,2455,-5,-0.2,42103250000
25880,케이씨피드,KOSDAQ,음식료·담배,2520,10,0.4,42123962160
93320,케이아이엔엑스,KOSDAQ,기타서비스,78400,1000,1.29,382592000000
93640,케이알엠,KOSDAQ,일반전기전자,6510,-370,-5.38,190433006820
73010,케이에스피,KOSDAQ,기계·장비,4150,70,1.72,166793687500
105330,케이엔더블유,KOSDAQ,운송장비·부품,6510,10,0.15,104550782280
53080,케이엔솔,KOSDAQ,기계·장비,17240,300,1.77,224116672680
199430,케이엔알시스템,KOSDAQ,의료·정밀기기,10470,160,1.55,113784955110
432470,케이엔에스,KOSDAQ,기계·장비,15660,150,0.97,67921773480
272110,케이엔제이,KOSDAQ,일반전기전자,20100,-450,-2.19,160305439500
39420,케이엘넷,KOSDAQ,기타서비스,2555,5,0.2,61715335150
83550,케이엠,KOSDAQ,섬유·의류,3600,45,1.27,44547213600
32500,케이엠더블유,KOSDAQ,일반전기전자,12620,470,3.87,502539543460
225430,케이엠제약,KOSDAQ,화학,732,7,0.97,20413320600
102370,케이옥션,KOSDAQ,유통,3480,150,4.5,94757650800
68100,케이웨더,KOSDAQ,기계·장비,4670,275,6.26,46417997380
36030,케이티알파,KOSDAQ,유통,4540,205,4.73,222547544820
64820,케이프,KOSDAQ,운송장비·부품,5420,20,0.37,167487365760
256940,케이피에스,KOSDAQ,기계·장비,6190,50,0.81,116054193020
24880,케이피에프,KOSDAQ,금속,5150,140,2.79,106516409700
42040,케이피엠테크,KOSDAQ,유통,311,1,0.32,54257345187
54410,케이피티유,KOSDAQ,금속,4290,60,1.42,24566444760
258610,케일럼,KOSDAQ,금속,1838,-17,-0.92,49234750454
274090,켄코아에어로스페이스,KOSDAQ,운송장비·부품,10620,-20,-0.19,137138460120
89010,켐트로닉스,KOSDAQ,화학,26650,150,0.57,408660320900
220260,켐트로스,KOSDAQ,화학,6580,190,2.97,174753660060
52400,코나아이,KOSDAQ,출판·매체복제,15020,-50,-0.33,223797984980
402030,코난테크놀로지,KOSDAQ,출판·매체복제,19960,790,4.12,227976892480
391710,코닉오토메이션,KOSDAQ,기계·장비,2745,45,1.67,113926344390
46070,코다코,KOSDAQ,운송장비·부품,257,0,0,10996016392
47770,코데즈컴바인,KOSDAQ,섬유·의류,1418,8,0.57,53660809636
80530,코디,KOSDAQ,화학,1904,14,0.74,77572253920
104540,코렌텍,KOSDAQ,의료·정밀기기,7770,100,1.3,99345199800
27050,코리아나,KOSDAQ,화학,3020,90,3.07,120800000000
190650,코리아에셋투자증권,KOSDAQ,금융,5750,0,0,36731000000
123410,코리아에프티,KOSDAQ,운송장비·부품,5430,120,2.26,151176977520
36690,코맥스,KOSDAQ,일반전기전자,2885,0,0,45885746130
49430,코메론,KOSDAQ,의료·정밀기기,9130,-20,-0.22,82608240000
183300,코미코,KOSDAQ,기계·장비,83800,-1200,-1.41,876605319200
41960,코미팜,KOSDAQ,제약,4285,55,1.3,302540128240
89890,코세스,KOSDAQ,기계·장비,15390,40,0.26,255242565180
360350,코셈,KOSDAQ,의료·정밀기기,11050,420,3.95,62564768500
82660,코스나인,KOSDAQ,화학,598,-5,-0.83,51799279662
222040,코스맥스엔비티,KOSDAQ,음식료·담배,3860,60,1.58,79624080000
